"occurrenceID","InstitutionCode","CollectionCode","catalogNumber","class","ScientificName","Year","Month","Day","verbatimEventDate","eventDate","recordedBy","recordNumber","FieldNotes","Country","StateProvince","County","Island","IslandGroup","Locality","MinimumElevationInMeters","MaximumElevationInMeters","VerbatimElevation","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","VerbatimCoordinateSystem","GeoreferenceProtocol","GeoreferenceRemarks","GeoreferenceSources","GeoreferencedDate","GeoreferencedBy","GeoreferenceVerificationStatus","VerbatimLatitude","VerbatimLongitude","Genus","specificEpithet","infraspecificEpithet"
"KU:Birds:55243","KU","Birds","55243","Aves","Passer domesticus",1962,11,25,"25 November 1962","1962-11-25","Niles, D.M.","DMN 2027",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55244","KU","Birds","55244","Aves","Passer domesticus",1962,11,26,"26 November 1962","1962-11-26","Niles, D.M.","DMN 2028",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55245","KU","Birds","55245","Aves","Passer domesticus",1962,11,30,"30 November 1962","1962-11-30","Niles, D.M.","DMN 2029",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55246","KU","Birds","55246","Aves","Passer domesticus",1962,11,30,"30 November 1962","1962-11-30","Niles, D.M.","DMN 2030",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55247","KU","Birds","55247","Aves","Passer domesticus",1962,11,30,"30 November 1962","1962-11-30","Niles, D.M.","DMN 2031",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55248","KU","Birds","55248","Aves","Passer domesticus",1962,11,30,"30 November 1962","1962-11-30","Niles, D.M.","DMN 2032",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:55249","KU","Birds","55249","Aves","Passer domesticus",1962,11,30,"30 November 1962","1962-11-30","Niles, D.M.","DMN 2033",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:44223","KU","Birds","44223","Aves","Passer domesticus",1963,10,28,"28 October 1963","1963-10-28","Yang, S.Y.","106",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"KU:Birds:44241","KU","Birds","44241","Aves","Passer domesticus",1963,10,29,"29 October 1963","1963-10-29","Yang, S.Y.","353",,"USA","California","Alameda",,,"Oakland","0","0",,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passer","domesticus",
"DMNH:Bird:4459","DMNH","Bird","4459","Aves","Rallus longirostris obsoletus",1919,11,9,"09Nov1919","1919-11-09","D. A. Cohen",,,"USA","California","Alameda","Bay Farm Island",,"-",,,,"37.7396345","-122.2424697","WGS84","1793.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth, wikimapia.org","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Rallus","longirostris","obsoletus"
"DMNH:Bird:4460","DMNH","Bird","4460","Aves","Rallus longirostris obsoletus",1906,12,16,"16Dec1906","1906-12-16","D. A. Cohen",,,"USA","California","Alameda",,,"Alameda, SE of; salt marsh",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","Georef'd Alameda county; could not determine which salt marsh","BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Rallus","longirostris","obsoletus"
"DMNH:Bird:5958","DMNH","Bird","5958","Aves","Fulica americana americana",1903,6,1,"Jun1903","1903-06-01","O. Emerson",,,"USA","California","Alameda",,,"Hayward",,,,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Fulica","americana","americana"
"DMNH:Bird:6199","DMNH","Bird","6199","Aves","Megascops kennicottii bendirei",1935,1,30,"30Jan1935","1935-01-30","J. Lesure",,,"USA","California","Alameda",,,"Sunol",,,,"37.5943775","-121.8885689","WGS84","2100.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Megascops","kennicottii","bendirei"
"DMNH:Bird:6260","DMNH","Bird","6260","Aves","Selasphorus rufus",1934,5,22,"22May1934","1934-05-22","W. B. Davis",,,"USA","California","Alameda",,,"Dwight Way Hill, Berkeley",,,,"37.8674216","-122.2441998","WGS84","131.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Selasphorus","rufus",
"DMNH:Bird:7328","DMNH","Bird","7328","Aves","Chamaea fasciata",1919,2,19,"19Feb1919","1919-02-19","J. E. Law",,,"USA","California","Alameda",,,"Berkeley; Lower Claremont Canyon",,,,"37.8663163","-122.2310972","WGS84","1965.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Chamaea","fasciata",
"DMNH:Bird:7329","DMNH","Bird","7329","Aves","Chamaea fasciata",1919,2,17,"17Feb1919","1919-02-17","J. Law",,,"USA","California","Alameda",,,"Berkeley; Claremont Canyon",,,,"37.8663163","-122.2310972","WGS84","1762.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Chamaea","fasciata",
"DMNH:Bird:7330","DMNH","Bird","7330","Aves","Chamaea fasciata",1919,2,17,"17Feb1919","1919-02-17","J. E. Law",,,"USA","California","Alameda",,,"Berkeley; Claremont Canyon",,,,"37.8663163","-122.2310972","WGS84","1762.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Chamaea","fasciata",
"DMNH:Bird:7331","DMNH","Bird","7331","Aves","Chamaea fasciata",1934,2,25,"25Feb1934","1934-02-25","W. B. Davis",,,"USA","California","Alameda",,,"Berkeley; Dwight Way Hill",,,,"37.8674681","-122.2471046","WGS84","207.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Chamaea","fasciata",
"DMNH:Bird:7486","DMNH","Bird","7486","Aves","Toxostoma redivivum",1925,7,27,"27Jul1925","1925-07-27","H. S. Swarth",,,"USA","California","Alameda",,,"Berkeley",,,,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Toxostoma","redivivum",
"DMNH:Bird:7487","DMNH","Bird","7487","Aves","Toxostoma redivivum",1930,12,31,"31Dec1930","1930-12-31",,,,"USA","California","Alameda",,,"Berkeley",,,,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Toxostoma","redivivum",
"DMNH:Bird:8398","DMNH","Bird","8398","Aves","Agelaius phoeniceus mailliardorum",1892,4,2,"02Apr1892","1892-04-02","W. O. Emerson","HHB  05979",,"USA","California","Alameda",,,"Alameda",,,,"37.7715263","-122.2690811","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Agelaius","phoeniceus","mailliardorum"
"DMNH:Bird:8743","DMNH","Bird","8743","Aves","Pipilo fuscus",1934,5,22,"22May1934","1934-05-22","W. B. Davis","HHB  05226",,"USA","California","Alameda",,,"Berkeley; Dwight Way Hill",,,,"37.8674681","-122.2471046","WGS84","207.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Pipilo","fuscus",
"DMNH:Bird:8857","DMNH","Bird","8857","Aves","Passerella iliaca",1934,10,14,"14Oct1934","1934-10-14","W. B. Davis","HHB  05334",,"USA","California","Alameda",,,"Berkeley; Claremont Canyon",,,,"37.8663163","-122.2310972","WGS84","1762.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Passerella","iliaca",
"DMNH:Bird:8861","DMNH","Bird","8861","Aves","Passerella iliaca",1930,1,21,"21Jan1930","1930-01-21","W. B. Davis","HHB  05333",,"USA","California","Alameda",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passerella","iliaca",
"DMNH:Bird:8862","DMNH","Bird","8862","Aves","Passerella iliaca",1930,2,25,"25Feb1930","1930-02-25","W. B. Davis","HHB  05332",,"USA","California","Alameda",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passerella","iliaca",
"DMNH:Bird:8945","DMNH","Bird","8945","Aves","Melospiza melodia",1921,4,14,"14Apr1921","1921-04-14","J. E. Law","JEL  08158",,"USA","California","Alameda",,,"Alameda",,,,"37.7715263","-122.2690811","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Melospiza","melodia",
"DMNH:Bird:8946","DMNH","Bird","8946","Aves","Melospiza melodia",1925,10,3,"03Oct1925","1925-10-03","H. S. Swarth","HHB  02274",,"USA","California","Alameda",,,"Alameda",,,,"37.7715263","-122.2690811","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Melospiza","melodia",
"DMNH:Bird:9051","DMNH","Bird","9051","Aves","Zonotrichia leucophrys",1934,10,14,"14Oct1934","1934-10-14","W. B. Davis","HHB  05340",,"USA","California","Alameda",,,"Berkeley; Dwight Way Hill",,,,"37.8674681","-122.2471046","WGS84","207.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","leucophrys",
"DMNH:Bird:9261","DMNH","Bird","9261","Aves","Ammodramus sandwichensis",1900,10,2,"02Oct1900","1900-10-02","W. O. Emerson","HHB  12507",,"USA","California","Alameda",,,"Hayward",,,,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Ammodramus","sandwichensis",
"DMNH:Bird:9262","DMNH","Bird","9262","Aves","Ammodramus sandwichensis",1900,10,6,"06Oct1900","1900-10-06","W. O. Emerson","HHB  12498",,"USA","California","Alameda",,,"Hayward",,,,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Ammodramus","sandwichensis",
"DMNH:Bird:9294","DMNH","Bird","9294","Aves","Ammodramus sandwichensis",1887,4,15,"15Apr1887","1887-04-15","W. O. Emerson","HHB  12513",,"USA","California","Alameda",,,"Hayward",,,,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Ammodramus","sandwichensis",
"DMNH:Bird:41011","DMNH","Bird","41011","Aves","Calidris mauri",1926,10,30,"30Oct1926","1926-10-30","R. Ellis",,,"USA","California","Alameda","Bay Farm Island",,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Calidris","mauri",
"DMNH:Bird:42183","DMNH","Bird","42183","Aves","Sayornis saya",1963,9,29,"29Sep1963","1963-09-29","J. Tate",,,"USA","California","Alameda",,,"Corral Hollow",,,,"37.6307297","-121.5378571","WGS84","7094","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","San Joaquin county","Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Sayornis","saya",
"DMNH:Bird:42597","DMNH","Bird","42597","Aves","Salpinctes obsoletus",1963,9,29,"29Sep1963","1963-09-29","J. Tate",,,"USA","California","Alameda",,,"Corral Hollow",,,,"37.6307297","-121.5378571","WGS84","7094","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","San Joaquin county","Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Salpinctes","obsoletus",
"DMNH:Bird:42851","DMNH","Bird","42851","Aves","Pheucticus melanocephalus",1908,5,8,"08May1908","1908-05-08",,"OSP  01155",,"USA","California","Alameda",,,"Hayward",,,,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Pheucticus","melanocephalus",
"DMNH:Bird:42881","DMNH","Bird","42881","Aves","Passerina amoena",1906,5,29,"29May1906","1906-05-29","W. O. Emerson",,,"USA","California","Alameda",,,"Hayward",,,,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passerina","amoena",
"DMNH:Bird:43145","DMNH","Bird","43145","Aves","Phalaenoptilus nuttallii californicus",1963,9,29,"29Sep1963","1963-09-29","J. Tate",,,"USA","California","Alameda",,,"Corral Hollow",,,,"37.6307297","-121.5378571","WGS84","7094","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","San Joaquin county","Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Phalaenoptilus","nuttallii","californicus"
"DMNH:Bird:45316","DMNH","Bird","45316","Aves","Passerella iliaca",1962,9,30,"30Sep1962","1962-09-30","T. D. Burleigh","TDB  30466",,"USA","California","Alameda",,,"Berkeley",,,,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Passerella","iliaca",
"DMNH:Bird:45373","DMNH","Bird","45373","Aves","Aimophila ruficeps",1954,12,13,"13Dec1954","1954-12-13","T. D. Burleigh","TDB  25234",,"USA","California","Alameda",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Aimophila","ruficeps",
"DMNH:Bird:45456","DMNH","Bird","45456","Aves","Dendroica coronata",1963,1,12,"12Jan1963","1963-01-12","T. D. Burleigh","TDB  30650",,"USA","California","Alameda",,,"Berkeley",,,,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Dendroica","coronata",
"DMNH:Bird:45498","DMNH","Bird","45498","Aves","Dendroica townsendi",,,,"13Dep1969",,"T. D. Burleigh","TDB  30445",,"USA","California","Alameda",,,"Berkeley",,,,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Dendroica","townsendi",
"DMNH:Bird:45609","DMNH","Bird","45609","Aves","Oporornis tolmiei",1962,8,28,"28Aug1962","1962-08-28","T. D. Burleigh","TDB  30416",,"USA","California","Alameda",,,"Berkeley",,,,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Oporornis","tolmiei",
